campanha,tipo_campanha,canal,grupo
CRM_REST_AQUISICAO_CRM_TESTE_CONTAS_QUENTE_28_9_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_Rest_aquisicao_expans%C3%A3o_1p,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_freetrial_15_06,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_1P_12_08,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_Midia_1_24_11,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_Midia_1_A_20_01,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_Midia_2_24_11,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_Midia_2_A_20_01,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_Midia_3_24_11,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_Midia_3_B_20_01,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_Midia_4_24_11,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_SMS_Midia_1_24_11,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono_SMS_Midia_2_24_11,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono1_11_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono1_Midia,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono2_11_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono2_Midia,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono3_11_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono3_CTA_1_Midia,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono3_CTA_2_Midia,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Abandono3_CTA2_11_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Acao_Taxa_Reduzida_JAN_26_01,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Acao_Taxa_Reduzida_MAR_18_03,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Acao_Taxa_Reduzida_MAR_23_03,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Acao_Taxa_Reduzida_MAR_25_03,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Acao_Taxa_Reduzida_MAR_28_03,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL_AQUISI%C3%87%C3%83O_PLANO_PROGRESSIVO_22_8_2022_E-MAIL,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL_AQUISI%C3%87%C3%83O_PLANO_PROGRESSIVO_22_8_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_aquisicao_crawlers_concorrentes_A_10_02,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_aquisicao_crawlers_concorrentes_B_10_02,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_CNAE_Email_11_08,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_CNAE_email_17_08,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_CNAE_WhatsApp+_19_08,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_CPF_Email_11_08,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_CPF_liberado_A_08_08,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_CPF_WhatsApp+_19_08,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_EMM_1m%C3%AAs_Gratis_Regua_AbandonoSSI_25_07,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_EMM_Tecnologia_omie_Regua_AbandonoSSI_25_07,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_FT_enxuta_27_07,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_FT_SSI_27_07,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_EM_1_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_EM_2_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_EM_3_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_EM_4_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_EM_5_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_SM_1_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_SM_2_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_WPP_1_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_WPP_2_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_WPP_3_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Jornada_Abandono_WPP_4_17_03,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Kibon_EM_1_15_03,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Kibon_EM_2_15_03,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Kibon_WPP_1_15_03,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_LiberamosCNAE_A_08_08,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_plano_essencial_01_09,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_regua_abandono_ssi_v4_1_27_07,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_regua_abandono_ssi_v4_2_27_07,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_regua_abandono_ssi_v4_3_27_07,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_regua_abandono_ssi_v4_4_27_07,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_regua_abandono_ssi_v4_5_27_07,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_regua_abandono_ssi_v4_6_27_07,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_regua_abandono_ssi_v4_7_27_07,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_regua_abandono_ssi_v4_8_27_07,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_reguadeabandonossisms_17_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_reguadeabandonowpp1_12_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_reguadeabandonowpp2_12_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_reguadeabandonowpp3_12_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_reguadeabandonowpp4_12_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_reguadeleadsemm2_10_08,CRM Abandono,CRM,CRM
CRM_Rest_Aquisicao_Planejamento_Comercial_Show_de_vantagens_t3_t5_11_11,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL+_CONTAS_MORNO_7_9_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL+_CONTAS_QUENTE_7_9_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL+_CPF_REPIQUE_12_8_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL+_FERIADO_CNAE_5_9_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL+_FERIADO_CPF_5_9_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANEJAMENTO_COMERCIAL+_VOLTE_FINALIZE_AGORA_9_8_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANO_PROGRESSIVO_AWARENESS2_31_08_2022_WA,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_PLANO_PROGRESSIVO_AWARENESS2_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_EMM1,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_EMM2,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_EMM3,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_EMM4,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_EMM5,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_EMM6,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_EMM7,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_WPP1,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_WPP2,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_WPP3,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_WPP4,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_WPP5,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_WPP6,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_MIDIA_V2_WPP7,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_V4_EMM1,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_V4_EMM2,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_V4_EMM3,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_V4_EMM4,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_V4_EMM5,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_V4_EMM6,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_V4_EMM7,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONO_V4_EMM8,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONOMIDIA_10CUPONS_V2_EMM2,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONOMIDIA_LOGISICA_omie_V2_EMM4,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONOMIDIA_PLANOENTREGA_PLANOBASICO_V2_EMM3,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONOMIDIA_TECNOLOGIAomie_V2_EMM6,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_ABANDONOMIDIA_VANTANGES_omieSHOP_V2_EMM5,CRM Abandono,CRM,CRM
CRM_REST_AQUISICAO_REGUA_LEADS_V1_EMM8,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_REGUA_LEADS_V1_WPP6,CRM Aquisição,CRM,CRM
CRM_REST_AQUISICAO_REGUA_LEADS_V1_WPP8,CRM Aquisição,CRM,CRM
CRM_Rest_Aquisicao_SSI_Cadastro_07_01,CRM Aquisição,CRM,CRM
CRM_REST_ATIVACAO_CRM_ATIVACAO_FINALIZE_20_12_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_Rest_Ativacao_Planejamento_Comercial_moneyin30_04_11_leads,CRM Aquisição,CRM,CRM
CRM_REST_ATRACAO_CRM_ABANDONO_SSI_31_10_2022_WHATSAPP,CRM Abandono,CRM,CRM
CRM_REST_ATRACAO_CRM_BASE_CHURN_12A23M_PT1_TESTEA_20_10_2022_WHATSAPP,CRM Churn,CRM,CRM
CRM_REST_ATRACAO_CRM_BASE_CHURN_12A23M_PT1_TESTEB_20_10_2022_WHATSAPP,CRM Churn,CRM,CRM
CRM_REST_ATRACAO_CRM_BASE_CHURN_12A23M_PT2_21_10_2022_WHATSAPP,CRM Churn,CRM,CRM
CRM_REST_ATRACAO_CRM_BASE_CHURN_12A23M_PT3_22_10_2022_WHATSAPP,CRM Churn,CRM,CRM
CRM_REST_ATRACAO_CRM_CONTAS_CNAE_1_11_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_ATRACAO_CRM_CONTAS_CPF_1_11_2022_WHATSAPP,CRM Aquisição,CRM,CRM
CRM_REST_ENGAJAMENTO_CRM_CHURN_12_A_23M_PART1_8_11_2022_WHATSAPP,CRM Churn,CRM,CRM
CRM_REST_ENGAJAMENTO_CRM_CHURN_24MESES_9_11_2022_WHATSAPP,CRM Churn,CRM,CRM
CRM_Rest_Expansao_50WPP,CRM Aquisição,CRM,CRM
CRM_Rest_Expansao_Vant_3009,CRM Aquisição,CRM,CRM
CRM_Rest_Finalize_e_Ganhe_Junho_B,CRM Aquisição,CRM,CRM
CRM_Rest_Finalize_e_Ganhe_Junho_B_email_1,CRM Aquisição,CRM,CRM
CRM_Rest_Retencao_Planejamento_Comercial_reguadeleadswpp1_06_08,CRM Churn,CRM,CRM
CRM_Rest_Retencao_Planejamento_Comercial_reguadeleadswpp2_06_08,CRM Churn,CRM,CRM
CRM_Rest_Retencao_Planejamento_Comercial_reguadeleadswpp3_06_08,CRM Churn,CRM,CRM
CRM_Rest_Retencao_Planejamento_Comercial_reguadeleadswpp4_06_08,CRM Churn,CRM,CRM
crm-omie_beneficios_inbound_n_mql,CRM Aquisição,CRM,CRM
entrega-facil,Blog,Referral,Referral
entrega-facil,Blog,Referral,Referral
Expans%C3%A3o,Facebook Conversão Aquisição,Meta Ads,Pago
expansao_atracao_fevereiro,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Awareness_Display_Conurbadas,Google Display Aquisição,Google Ads,Pago
Expansao_BF_PMax_Conversao782,Google PMax Aquisição,Google Ads,Pago
Expansao_Brand_T1,Google Search Brand Aquisição,Google Ads,Pago
Expansao_Conversao_4_BR,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoDez_Facebook_LaL,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoFev_Facebook_LaL_T1-T2_Ama,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoFev_Facebook_LaL_T1-T2_Taxa,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoFev_Facebook_LaL_T3T6_Ama,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoFev_Facebook_LaL_T3T6_Taxa,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoFev_Facebook_RMKT,Facebook Conversão Remarketing,Meta Ads,Pago
Expansao_ConversaoFev_Facebook_RMKTSSI,Facebook Conversão Remarketing,Meta Ads,Pago
Expansao_ConversaoJan_Facebook,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoJan_Facebook_LaL,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoJan_Facebook_LaL_T1%7ET2,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoJan_Facebook_LaL_Taxa,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoJan_Facebook_RMKT,Facebook Conversão Remarketing,Meta Ads,Pago
Expansao_ConversaoJan_Facebook_RMKTSSI,Facebook Conversão Remarketing,Meta Ads,Pago
Expansao_ConversaoMar_Facebook_1_ano,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoMar_Facebook_LaL_T3T6_Taxa,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_ConversaoMar_Facebook_RMKT,Facebook Conversão Remarketing,Meta Ads,Pago
Expansao_Discovery_UE,Google Discovery Aquisição,Google Ads,Pago
Expansao_DiscoveryRMKT,Google Discovery Remarketing,Google Ads,Pago
Expansao_DiscoveryRMKT_Leads,Google Discovery Remarketing,Google Ads,Pago
Expansao_Display_Awareness_T3_4_NU,Google Display Aquisição,Google Ads,Pago
Expansao_Facebook_Abordagem_BeneficiosT3T6,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Abordagem_VisibilidadeT3T6,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Carrosel_Abordagem_Beneficios_Tp_CozinhaT3T6,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Carrosel_Abordagem_Visibilidade_Tp_CozinhaT3T6,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Feed_AndressamamoneT3T6,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Feed_DanicampanellaT3T6,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Influenciadores_analouise,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Influenciadores_Elo,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Influenciadores_Georgia,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Influenciadores_T1%7ET2,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Influenciadores_T1~T2,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Rells_AnalouisedielT3T6,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_Rells_LeticiacustodioT3T6,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Facebook_RMKT_Taxa,Facebook Conversão Remarketing,Meta Ads,Pago
Expansao_Facebook_RMKT_Visibilidade,Facebook Conversão Remarketing,Meta Ads,Pago
expansao_jokerman_off_cadastre_1junho,Facebook Conversão Aquisição,Meta Ads,Pago
expansao_jokerman_off_promotor_lojaacambapau,Facebook Conversão Aquisição,Meta Ads,Pago
expansao_jokerman_off_promotor_lojadsanrstam,Facebook Conversão Aquisição,Meta Ads,Pago
Expansao_Non-Brand_,Google Search Non Brand Aquisição,Google Ads,Pago
Expansao_Non-Brand_T1,Google Search Non Brand Aquisição,Google Ads,Pago
Expansao_Non-Brand_T1-1P,Google Search Non Brand Aquisição,Google Ads,Pago
Expansao_Performance_Max,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Aws,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Aws_Influs,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Aws_Influs2,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Aws_Sitelink,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Conurbadas,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Conurbadas_Sitelink,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_GrowthT1_2_Sitelink,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Meio_Funil,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Meio_Funil_sitelink,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_MMM,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_sitelink,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_Sitelink,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_T1e2,Google PMax Aquisição,Google Ads,Pago
Expansao_Performance_Max_T2-Awareness,Google PMax Aquisição,Google Ads,Pago
Expansao_Pmax_T4_GrupoA,Google PMax Aquisição,Google Ads,Pago
Expansao_Pmax_T4_GrupoB,Google PMax Aquisição,Google Ads,Pago
Expansao_Pmax_T4_GrupoB_sitelink,Google PMax Aquisição,Google Ads,Pago
Expansao_RMKT_T1-T2,Google Search Geral Remarketing,Google Ads,Pago
Expansao_search_black_friday,Google Search Geral Aquisição,Google Ads,Pago
Expansao_search_black_friday_extensao,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_CHS70,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_chs70,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_Conurbada,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_Conurbada_extensao,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_DSA_Expansao,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_DSA_Sitelink,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_DSA_Sitelink_T1-T2,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_DSA_T1-T2,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_Guerrilha,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_RMKT_Conurbadas_T1T2,Google Search Geral Remarketing,Google Ads,Pago
Expansao_Search_RMKT_Conurbadas_T1T2_sitelink,Google Search Geral Remarketing,Google Ads,Pago
Expansao_Search_RMKT_finalizar_cadastro,Google Search Geral Remarketing,Google Ads,Pago
Expansao_Search_RMKT_quem_n_comecou,Google Search Geral Remarketing,Google Ads,Pago
Expansao_Search_T1,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_T1_NB_sitelink,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_T1eT2,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_T1eT2_extensao,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_T2,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_T2_extensao_sitelink,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_T2-1P,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_T3,Google Search Geral Aquisição,Google Ads,Pago
Expansao_Search_T4,Google Search Geral Aquisição,Google Ads,Pago
