campanha,tipo_campanha,canal,grupo
omie_t1-t4_todas_b2b_facebook_conv-aon-lookalike-top-rest_persona-t1t4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-f-trial-reaquisicao-aon_reaquisicao-free-trial,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-leads-aon_conv-leads,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-reels-aon_V%C3%ADdeo,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-reels-aon_video,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-rest-lookalike-aon_conv-rest,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_conv-rest-lookalike-aon_conv-rest-persona,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t4_todas_b2b_facebook_rmkt-aon_rmkt-t1t4,Facebook Conversão Remarketing,Meta Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-2d-aon_A_rmkt-2-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-2d-aon_B_rmkt-2-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-2d-aon_rmkt-2-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-30d-aon_rmkt-30-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-60d-aon_A_rmkt-60-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-60d-aon_B_rmkt-60-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_conv-rmkt-60d-aon_rmkt-60-dias,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-display_rmkt-free-trial-2d-aon_rmkt-2d-freetrial,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_b2b_g-search_kws-gastronomia_t1-t4_como-fazer,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_todas_b2b_g-search_kws-genericas,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_todas_b2b_g-search_kws-genericas_t1-t4_kws-amplas,Google Search Geral Aquisição,Google Ads,Pago
omie_t1-t4_todas_b2b_tiktok_tik-tok-videoanimado-b2b,TikTok Aquisição,TikTok Ads,Pago
omie_t1-t4_todas_b2b_tiktok_tik-tok-videoanimado-b2b_ALL,TikTok Aquisição,TikTok Ads,Pago
omie_t1-t4_todas_b2b_tiktok-pangle_aon,TikTok Aquisição,TikTok Ads,Pago
omie_t1-t4_todas_r-exp_g-display_rmkt-free-trial-2d-aon_rmkt-2d-freetrial,Google Display Remarketing,Google Ads,Pago
omie_t1-t4_todas_r-exp_g-display_rmkt-free-trial-60d-aon_rmkt-60d-freetrial,Google Display Remarketing,Google Ads,Pago
omie_t1-t6_b2b_facebook_conv-preco-flexivel-bf-aon_t1-t3-preco-flexivel-interesses,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_b2b_facebook_conv-preco-flexivel-bf-aon_t1-t3-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_b2b_facebook_conv-preco-flexivel-bf-aon_t4-t6-preco-flexivel-interesses,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_b2b_g-display_conv-rmkt-preco-flexivel-bf-aon_rmkt-black-friday-22,Google Display Remarketing,Google Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon%20%E2%80%94%20C%C3%B3pia_t1-t3-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon%20%E2%80%94%20C%C3%B3pia_t4-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t1-t3-preco-flexivel-joao-delivery,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t1-t3-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t4-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t4-preco-flexivel-lookalike-joao-delivery,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_t4-t6-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon_teste-t1-t3-preco-flexivel-lookalike,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon+%E2%80%94+C%C3%B3pia_t1-t3-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon+%E2%80%94+C%C3%B3pia_t1-t3-preco-flexivel-joao-delivery,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon+%E2%80%94+C%C3%B3pia_t4-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t1-t6_todas_b2b_facebook_conv-preco-flexivel-aon+%E2%80%94+C%C3%B3pia_t4-t6-preco-flexivel,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t2_alta-of-alto-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2_alta-of-alto-pot_b2b_bing-search_aon_concorrentes,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2_alta-of-alto-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2_alta-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_alta-of-alto-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_b2b_bing-search-brand_aon_brand-black-friday-3meses,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2_b2b_bing-search-brand_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2_media-of-alto-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2_media-of-alto-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2_media-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_media-of-alto-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2_todas_b2b_bing-search-brand_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2-t4_b2b_g-pmax_teste,Google PMax Aquisição,Google Ads,Pago
omie_t2-t4_b2b_g-search_kws-amplas_ampla-google,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_b2b_g-search_kws-amplas_como-vender,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t2-t4_media-of-baixo-pot_b2b_bing-search_aon_concorrentes,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2-t4_media-of-baixo-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t2-t4_media-of-baixo-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-pmax_contrato_,Google PMax Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon-branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon-concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t2-t4_media-of-baixo-pot_b2b_g-search_aon-search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t2-t4_todas_b2b_g-pmax_contrato_aon,Google PMax Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_bing-search_aon_concorrentes,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_bing-search_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-display_aon-geral,Google Display Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-pmax_contrato_,Google PMax Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon-branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t3-t4_alta-of-alto-pot_b2b_g-search_aon-search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_bing-search_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t4_media-of-alto-pot_b2b_bing-search_aon_search-1p-t3t4,Bing Search Geral Aquisição,Microsoft Advertising,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-pmax_contrato_,Google PMax Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon_branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon_concorrentes,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon_non_branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon_non-branded,Google Search Non Branded Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon_search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon_search-1p-t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon-branded,Google Search Branded Aquisição,Google Ads,Pago
omie_t3-t4_media-of-alto-pot_b2b_g-search_aon-search_1p_t3t4,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_media-of-baixo-pot_b2b_g-display_testelp_1p-,Google Display Aquisição,Google Ads,Pago
omie_t3-t4_media-of-baixo-pot_b2b_g-search_testelp_1p_testelp-1p,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_media-of-baixo-pot_b2b_g-search_testelp_1p-testelp_1p,Google Search Geral Aquisição,Google Ads,Pago
omie_t3-t4_todas_b2b_bing-search_rmkt_rmkt-t3t4,Bing Search Geral Remarketing,Microsoft Advertising,Pago
omie_t3-t4_todas_b2b_facebook_conv_aon_Abordagem%20Visibilidade,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t4_todas_b2b_facebook_conv_aon_Abordagem+Benef%C3%ADcios,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t4_todas_b2b_facebook_conv_aon_Abordagem+Visibilidade,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t4_todas_b2b_facebook_conv_aon_Convers%C3%A3o+%7C+Persona,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t4_todas_b2b_facebook_conv_aon_conv-persona-t3t4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t4_todas_b2b_facebook_conv_aon_conv-pratos-t3t4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t4_todas_b2b_facebook_conv_aon_personapratos-t3t4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t4_todas_b2b_facebook_conv_aon_persona-t3t4,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t4_todas_b2b_g-display_conv-rmkt-aon_rmkt-7-dias,Google Display Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-display_conv-rmkt-aon-rmkt,Google Display Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-display_conv-rmkt-aon-rmkt-30+-dias,Google Display Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-display_conv-rmkt-aon-rmkt-30-dias,Google Display Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-display_conv-rmkt-aon-rmkt-7-dias,Google Display Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-search_rmkt,Google Search Geral Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-search_rmkt_rmkt_t3t4,Google Search Geral Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-search_rmkt_rmkt-t3t4,Google Search Geral Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-search_rmt,Google Search Geral Remarketing,Google Ads,Pago
omie_t3-t4_todas_b2b_g-youtube_whindersson_nunes-whindersson-nunes,Google YouTube Aquisição,Google Ads,Pago
omie_t3-t4_todas_b2b_lnkd-sponsored_sponsored-b2b-linkedin,Linkedin Conversão Aquisição,LinkedIn Ads,Pago
omie_t3-t6_b2b_bing-search-brand_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t6_b2b_facebook_conv-cpf-aon_sem-cpf-restaurante-t3-t6,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t6_b2b_facebook_conv-cpf-aon_sem-cpf-t3-t6,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t6_b2b_facebook_conv-cpf-aon_sem-cpf-t3-t6-com-segmentacao,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t6_b2b_g-discovery_cpf_discovery-cpf,Google Discovery Aquisição,Google Ads,Pago
omie_t3-t6_b2b_g-display_conv-rmkt-aon_rmkt-cpf,Google Display Remarketing,Google Ads,Pago
omie_t3-t6_todas_b2b_bing-search-brand_aon_branded,Bing Search Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t6_todas_b2b_bing-search-non-branded_aon_non-branded,Bing Search Non Branded Aquisição,Microsoft Advertising,Pago
omie_t3-t6_todas_b2b_facebook_conv-cpf-aon_com-cpf-t3-t6,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t6_todas_b2b_facebook_conv-cpf-aon_sem-cpf-restaurante-t3-t6,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t6_todas_b2b_facebook_conv-cpf-aon_sem-cpf-t3-t6,Facebook Conversão Aquisição,Meta Ads,Pago
omie_t3-t6_todas_b2b_facebook_conv-cpf-aon_sem-cpf-t3-t6-com-segmentacao,Facebook Conversão Aquisição,Meta Ads,Pago
omie_top100_chs_b2b_g-display-leads_conv-aon_display_aon_gatilho-cupom-dez,Google Discovery Aquisição,Google Ads,Pago
omie_top100_chs_b2b_g-display-leads_conv-aon_display_aon_gatilho-dez,Google Discovery Aquisição,Google Ads,Pago
omie_top100_chs_b2b_g-display-leads_conv-aon_rmkt-cpf,Google Display Remarketing,Google Ads,Pago
omie_top100_chs_b2b_g-youtube_leads-video-for-action-aon_video-for-action,Google YouTube Aquisição,Google Ads,Pago
omie202,Google Search Geral Aquisição,Google Ads,Pago
omie202%5B%E2%80%A6%5DV,Google Search Geral Aquisição,Google Ads,Pago
omie202[%E2%80%A6]V,Google Search Geral Aquisição,Google Ads,Pago
omie2021_Cobertura+SSI_Google_LE_CV,Google Search Geral Aquisição,Google Ads,Pago
omie2021_Cobertura-SSI_Google_LE_CV,Google Search Geral Aquisição,Google Ads,Pago
omie2021_Expansao_Google_LE_CV,Google Search Geral Aquisição,Google Ads,Pago
omie2021_Expansao_PC_B_Google_LE_CV,Google Search Geral Aquisição,Google Ads,Pago
omie2021_Max_Performance_Google_LE_CV,Google PMax Aquisição,Google Ads,Pago
omie2021_WPP_SSI_INDRA_FBIG_RF_CV,Facebook WhatsApp Aquisição,Meta Ads,Pago
omie2021_WPP_SSI_Whatsapp_CL,Facebook WhatsApp Aquisição,Meta Ads,Pago
omieb2b,Google Search Geral Aquisição,Google Ads,Pago
omie-para-restaurantes,Blog,Referral,Referral
omie-restaurante,Blog,Referral,Referral
Influs_Expansao_Performance_Max,Google PMax Aquisição,Google Ads,Pago
Influs_Expansao_Performance_Max_Influs,Google PMax Aquisição,Google Ads,Pago
Influs2_Expansao_Performance_Max_,Google PMax Aquisição,Google Ads,Pago
LinkFooter,Blog,Referral,Referral
LP_Cardapio_Digital,Blog,Referral,Referral
nao-vendo-omie,Blog,Referral,Referral
null,Direto,Direto,Direto
null,Direto,Direto,Direto
null,Direto,Direto,Direto
null,Direto,Direto,Direto
primeiros-passos,Blog,Referral,Referral
retargeting,Google Search Branded Aquisição,Google Ads,Pago
Search_T1-T2_Conurbadas_Grupo-Controle_Brand,Google Search Branded Aquisição,Google Ads,Pago
Search_T1-T2_Principais_Grupo-Controle_Brand,Google Search Branded Aquisição,Google Ads,Pago
search-conurbadas-non-branding,CRM Aquisição,CRM,CRM
Self%20Sign%20in,CRM Aquisição,CRM,CRM
SSI_FinalizarDados_Wpp,CRM Aquisição,CRM,CRM
SSI_FinalizarDados_Wpp,CRM Aquisição,CRM,CRM
Taboola_T1-T2_Conversao,Taboola Aquisição,Taboola,Pago
Weach_T1-T2_Conversao,Weach Aquisição,Weach,Pago
0,Direto,Direto,Direto